campaign_id,campaign_objective,platform,ad_placement,device_type,operating_system,creative_format,creative_size,ad_copy_length,has_call_to_action,creative_emotion,creative_age_days,target_audience_age,target_audience_gender,audience_interest_category,income_bracket,purchase_intent_score,retargeting_flag,start_date,quarter,day_of_week,hour_of_day,campaign_day,quality_score,actual_cpc,impressions,clicks,conversions,ad_spend,revenue,bounce_rate,avg_session_duration_seconds,pages_per_session,industry_vertical,budget_tier,CTR,CPC,conversion_rate,CPA,ROAS,profit,ROI,Cost_Per_Conversion,campaign_month
CAMP_08717,Lead Generation,Facebook,Search,Mobile,macOS,Text,728x90,Long,TRUE,Joy,21,65+,Male,Health & Fitness,$50K-$100K,Low,FALSE,12-03-2024,1,Tuesday,10,8,8,2.15,5000,54,0,116.1,0,75.21,93,2.26,E-commerce,Low,0.0108,2.15,0,0,0,-116.1,-1,,2024-03
CAMP_08718,Conversions,Google Ads,Sidebar,Desktop,iOS,Image,320x50,Medium,TRUE,Urgency,2,25-34,Female,Health & Fitness,<$50K,High,FALSE,13-05-2025,2,Tuesday,21,43,7,3.02,14020,580,143,1751.6,40894.22,24.87,138,6.52,SaaS,Medium,0.041369472,3.02,0.246551724,12.25,23.35,39142.62,22.34678009,12.24895105,2025-05
CAMP_08719,App Installs,Google Ads,Feed,Mobile,Windows,Story,1080x1080,Short,TRUE,Trust,59,25-34,Female,Business Professionals,$50K-$100K,Medium,FALSE,08-10-2024,4,Tuesday,7,16,7,3.53,9502,470,44,1659.1,7085.29,51.51,31,3.34,E-commerce,Medium,0.049463271,3.53,0.093617021,37.71,4.27,5426.19,3.270562353,37.70681818,2024-10
CAMP_08720,Lead Generation,Instagram,Feed,Mobile,iOS,Carousel,1080x1080,Medium,TRUE,Trust,8,35-44,Female,Shoppers,$50K-$100K,Medium,TRUE,02-01-2026,1,Friday,10,14,7,2.5,21114,766,15,1915,5728.2,64.82,127,4.11,Healthcare,Low,0.036279246,2.5,0.019582245,127.67,2.99,3813.2,1.991227154,127.6666667,2026-01
CAMP_08721,Lead Generation,Instagram,Feed,Mobile,iOS,Image,1080x1080,Long,TRUE,Urgency,7,55-64,All,Tech Enthusiasts,$50K-$100K,Low,TRUE,13-05-2024,2,Monday,5,2,6,1.92,7894,126,1,241.92,191.41,61.04,128,2.77,Education,Medium,0.01596149,1.92,0.007936508,241.92,0.79,-50.51,-0.208788029,241.92,2024-05
CAMP_08722,Conversions,TikTok,Stories,Mobile,Other,Video,728x90,Short,TRUE,Curiosity,90,45-54,Female,Health & Fitness,$50K-$100K,Medium,FALSE,17-01-2026,1,Saturday,8,18,3,0.77,55933,401,2,308.77,1254.67,65.38,89,3.21,Finance,High,0.007169292,0.77,0.004987531,154.38,4.06,945.9,3.063445283,154.385,2026-01
CAMP_08723,Lead Generation,Instagram,Feed,Desktop,Windows,Carousel,300x250,Medium,TRUE,Fear,21,65+,Female,Tech Enthusiasts,<$50K,Medium,FALSE,21-12-2025,4,Sunday,2,11,6,0.92,104447,8355,832,7686.6,144090.33,44.4,142,3.34,E-commerce,Medium,0.079992724,0.92,0.099581089,9.24,18.75,136403.73,17.74565217,9.238701923,2025-12
CAMP_08724,Lead Generation,TikTok,Display Network,Desktop,Android,Image,300x250,Long,TRUE,Joy,18,45-54,All,Business Professionals,$100K-$200K,High,FALSE,09-01-2025,1,Thursday,18,54,7,1.11,43567,820,56,910.2,17077.69,23.88,126,8.51,Gaming,Medium,0.018821585,1.11,0.068292683,16.25,18.76,16167.49,17.76256867,16.25357143,2025-01
CAMP_08725,App Installs,Google Ads,Stories,Mobile,Windows,Interactive,728x90,Long,TRUE,Joy,82,35-44,Male,Students,<$50K,High,FALSE,23-01-2025,1,Thursday,21,87,3,2.39,188332,1404,44,3355.56,17020.71,38.63,156,4.43,SaaS,High,0.00745492,2.39,0.031339031,76.26,5.07,13665.15,4.072390301,76.26272727,2025-01
CAMP_08726,Conversions,Google Ads,Stories,Mobile,macOS,Video,728x90,Medium,TRUE,Joy,1,25-34,Male,Gamers,$50K-$100K,Medium,FALSE,24-12-2025,4,Wednesday,8,11,6,7.91,6145,281,7,2222.71,2231.78,82.26,67,1.45,Finance,Medium,0.045728234,7.91,0.024911032,317.53,1,9.07,0.004080604,317.53,2025-12
CAMP_08727,Lead Generation,Google Ads,Search,Desktop,macOS,Video,320x50,Short,TRUE,Curiosity,8,55-64,Male,Business Professionals,<$50K,Low,FALSE,30-10-2024,4,Wednesday,19,53,6,5.19,23276,667,61,3461.73,25573.99,48.26,114,1.3,Healthcare,Low,0.028656126,5.19,0.091454273,56.75,7.39,22112.26,6.387632773,56.74967213,2024-10
CAMP_08728,Lead Generation,Google Ads,Stories,Desktop,iOS,Video,1080x1080,Medium,TRUE,Urgency,2,35-44,Female,Tech Enthusiasts,$100K-$200K,Low,FALSE,04-08-2024,3,Sunday,15,67,5,2.95,20421,1028,36,3032.6,17013.76,49.98,98,1.65,E-commerce,Low,0.050340336,2.95,0.035019455,84.24,5.61,13981.16,4.610288202,84.23888889,2024-08
CAMP_08729,Lead Generation,Google Ads,Stories,Mobile,macOS,Image,1920x1080,Medium,FALSE,Trust,22,25-34,Male,Health & Fitness,$50K-$100K,Medium,FALSE,28-02-2024,1,Wednesday,10,20,5,2.03,75755,995,12,2019.85,2775.8,67.42,96,3.52,E-commerce,Medium,0.013134447,2.03,0.012060302,168.32,1.37,755.95,0.374260465,168.3208333,2024-02
CAMP_08730,Lead Generation,Facebook,Display Network,Mobile,macOS,Text,320x50,Medium,TRUE,Curiosity,20,35-44,Female,Shoppers,$100K-$200K,Low,FALSE,06-05-2025,2,Tuesday,10,74,6,1.79,73418,837,7,1498.23,3079.75,72.24,87,2.16,E-commerce,High,0.011400474,1.79,0.008363202,214.03,2.06,1581.52,1.055592266,214.0328571,2025-05
CAMP_08731,Brand Awareness,Twitter,Display Network,Desktop,Windows,Video,1920x1080,Long,TRUE,Urgency,78,65+,Male,Tech Enthusiasts,$50K-$100K,Low,FALSE,09-11-2025,4,Sunday,4,56,4,2.47,25701,318,4,785.46,2402.6,53.88,62,3.04,SaaS,Low,0.012373059,2.47,0.012578616,196.36,3.06,1617.14,2.058844499,196.365,2025-11
CAMP_08732,Conversions,Twitter,Feed,Mobile,Android,Image,1920x1080,Medium,FALSE,Urgency,35,18-24,All,Students,<$50K,Low,TRUE,06-02-2025,1,Thursday,12,81,8,0.6,485779,24744,407,14846.4,249825.55,85.25,10,1.87,Finance,High,0.050936743,0.6,0.016448432,36.48,16.83,234979.15,15.82734872,36.47764128,2025-02
CAMP_08733,Lead Generation,LinkedIn,Feed,Tablet,iOS,Video,320x50,Short,TRUE,Urgency,60,45-54,Male,Tech Enthusiasts,$50K-$100K,Low,FALSE,19-06-2025,2,Thursday,20,86,5,9.45,66755,1005,21,9497.25,14467.31,75.38,88,1.93,Finance,Medium,0.015055052,9.45,0.020895522,452.25,1.52,4970.06,0.523315697,452.25,2025-06
CAMP_08734,Lead Generation,Instagram,Feed,Mobile,iOS,Image,728x90,Medium,TRUE,Trust,31,45-54,Female,Health & Fitness,$50K-$100K,Medium,FALSE,24-09-2025,3,Wednesday,1,25,7,2.4,7655,166,5,398.4,2479.97,51.84,57,3.26,SaaS,Medium,0.021685173,2.4,0.030120482,79.68,6.22,2081.57,5.224824297,79.68,2025-09
CAMP_08735,Lead Generation,Facebook,Stories,Mobile,Android,Video,300x250,Short,TRUE,Urgency,41,18-24,Female,Tech Enthusiasts,$100K-$200K,Medium,FALSE,29-04-2025,2,Tuesday,1,52,6,1.42,5443,173,2,245.66,1097.81,62.65,123,2.87,Education,Medium,0.031783943,1.42,0.011560694,122.83,4.47,852.15,3.468818693,122.83,2025-04
CAMP_08736,Engagement,Twitter,Feed,Mobile,macOS,Image,1920x1080,Medium,TRUE,Urgency,67,65+,Female,Tech Enthusiasts,$50K-$100K,Medium,FALSE,12-06-2025,2,Thursday,18,42,6,1.57,56885,410,1,643.7,66.82,71.18,116,2.7,Gaming,Medium,0.007207524,1.57,0.002439024,643.7,0.1,-576.88,-0.896193879,643.7,2025-06
CAMP_08737,Lead Generation,Facebook,Search,Desktop,macOS,Image,320x50,Medium,TRUE,Trust,72,35-44,Male,Students,>$200K,Medium,FALSE,26-09-2025,3,Friday,16,8,4,2.09,45674,530,19,1107.7,21855.42,44.48,134,1.91,Healthcare,Low,0.011603976,2.09,0.035849057,58.3,19.73,20747.72,18.73045048,58.3,2025-09
CAMP_08738,Brand Awareness,Google Ads,Display Network,Mobile,Android,Video,1080x1080,Short,TRUE,Neutral,90,35-44,Male,Tech Enthusiasts,>$200K,Medium,FALSE,10-04-2024,2,Wednesday,12,80,6,6.93,23502,667,7,4622.31,10289.14,61.97,59,3.46,Healthcare,Low,0.028380563,6.93,0.010494753,660.33,2.23,5666.83,1.225973593,660.33,2024-04
CAMP_08739,Brand Awareness,Twitter,Feed,Mobile,Windows,Carousel,1920x1080,Medium,TRUE,Curiosity,24,25-34,Female,Shoppers,$50K-$100K,High,TRUE,29-11-2025,4,Saturday,3,29,9,2.52,109915,3886,72,9792.72,37293.91,36.38,80,3.45,SaaS,Medium,0.035354592,2.52,0.018528049,136.01,3.81,27501.19,2.808330066,136.01,2025-11
CAMP_08740,Conversions,Facebook,Search,Mobile,Windows,Image,320x50,Short,TRUE,Urgency,15,25-34,Male,Business Professionals,<$50K,Medium,FALSE,04-05-2024,2,Saturday,18,32,7,1.6,59085,1435,23,2296,13219.73,54.71,41,2.98,Healthcare,Low,0.024287044,1.6,0.016027875,99.83,5.76,10923.73,4.757722125,99.82608696,2024-05
CAMP_08741,Conversions,Facebook,Stories,Tablet,Windows,Image,1920x1080,Medium,FALSE,Trust,38,35-44,Male,Shoppers,$100K-$200K,Medium,FALSE,12-02-2025,1,Wednesday,22,10,5,3.36,48690,931,14,3128.16,12640.45,41.36,130,1.14,SaaS,Medium,0.019120969,3.36,0.015037594,223.44,4.04,9512.29,3.040857885,223.44,2025-02
CAMP_08742,Lead Generation,Facebook,Stories,Desktop,iOS,Image,300x250,Short,FALSE,Urgency,79,55-64,Female,Business Professionals,$50K-$100K,High,FALSE,21-10-2025,4,Tuesday,20,56,3,2.02,10895,67,5,135.34,1392.88,23.7,183,6.52,Healthcare,Medium,0.00614961,2.02,0.074626866,27.07,10.29,1257.54,9.291709768,27.068,2025-10
CAMP_08743,Lead Generation,LinkedIn,Search,Desktop,Android,Carousel,300x250,Long,TRUE,Urgency,38,35-44,All,Tech Enthusiasts,$50K-$100K,Medium,TRUE,18-05-2025,2,Sunday,15,7,10,6.43,33888,777,48,4996.11,12801.69,56.65,74,1.13,Healthcare,Low,0.02292847,6.43,0.061776062,104.09,2.56,7805.58,1.562331494,104.085625,2025-05
CAMP_08744,Brand Awareness,Instagram,In-Stream Video,Tablet,iOS,Image,1920x1080,Short,FALSE,Trust,81,35-44,Female,Gamers,$100K-$200K,Low,FALSE,19-08-2025,3,Tuesday,1,47,3,2.28,41923,247,1,563.16,286.03,45.83,169,3.68,SaaS,Medium,0.005891754,2.28,0.004048583,563.16,0.51,-277.13,-0.49209816,563.16,2025-08
CAMP_08745,Lead Generation,Google Ads,Feed,Desktop,iOS,Interactive,300x250,Short,TRUE,Curiosity,66,25-34,All,Students,$50K-$100K,Low,FALSE,22-03-2025,1,Saturday,13,26,4,3.11,101284,1607,100,4997.77,18771.47,36.24,203,2.96,E-commerce,Low,0.015866277,3.11,0.062227754,49.98,3.76,13773.7,2.755969162,49.9777,2025-03
CAMP_08746,Lead Generation,Twitter,Feed,Mobile,iOS,Interactive,728x90,Medium,TRUE,Fear,5,25-34,Male,Gamers,$50K-$100K,Low,FALSE,04-10-2024,4,Friday,15,31,7,0.88,11809,553,4,486.64,1808.66,69.69,61,1.66,SaaS,Low,0.04682869,0.88,0.007233273,121.66,3.72,1322.02,2.716628308,121.66,2024-10
CAMP_08747,Brand Awareness,Google Ads,Search,Mobile,Windows,Carousel,1920x1080,Short,FALSE,Joy,2,35-44,All,Shoppers,$100K-$200K,Medium,FALSE,16-12-2025,4,Tuesday,19,4,7,4.5,30699,915,4,4117.5,2102.21,66.26,87,2.77,SaaS,High,0.029805531,4.5,0.004371585,1029.38,0.51,-2015.29,-0.489445052,1029.375,2025-12
CAMP_08748,Brand Awareness,Facebook,Stories,Tablet,iOS,Interactive,300x250,Short,FALSE,Trust,2,18-24,Female,Students,<$50K,Low,FALSE,08-01-2025,1,Wednesday,22,21,4,0.85,42738,1525,13,1296.25,7162.23,53.88,99,3.26,Finance,Low,0.035682531,0.85,0.00852459,99.71,5.53,5865.98,4.525346191,99.71153846,2025-01
CAMP_08749,Brand Awareness,Google Ads,Feed,Mobile,Android,Interactive,1080x1080,Medium,FALSE,Trust,90,25-34,Female,Tech Enthusiasts,>$200K,High,FALSE,09-07-2025,3,Wednesday,17,74,4,2.16,147325,2267,22,4896.72,14433.83,31.41,163,3.02,Healthcare,High,0.015387748,2.16,0.009704455,222.58,2.95,9537.11,1.947652714,222.5781818,2025-07
CAMP_08750,Brand Awareness,TikTok,Feed,Mobile,Other,Video,300x250,Short,FALSE,Trust,38,25-34,Female,Tech Enthusiasts,$50K-$100K,High,FALSE,15-01-2024,1,Monday,5,63,6,1.18,500000,16949,120,19999.82,42348.43,45.15,80,4.36,Healthcare,Medium,0.033898,1.18,0.007080064,166.67,2.12,22348.61,1.117440557,166.6651667,2024-01
CAMP_08751,Conversions,Google Ads,Search,Mobile,Windows,Story,728x90,Short,TRUE,Joy,37,35-44,Male,Business Professionals,$100K-$200K,Medium,FALSE,04-04-2025,2,Friday,2,52,7,2.14,35640,780,14,1669.2,11324.77,70.96,58,1.46,SaaS,Low,0.021885522,2.14,0.017948718,119.23,6.78,9655.57,5.784549485,119.2285714,2025-04
CAMP_08752,Brand Awareness,LinkedIn,Feed,Tablet,Windows,Video,300x250,Short,TRUE,Trust,10,35-44,Female,Students,>$200K,Medium,TRUE,10-02-2024,1,Saturday,16,58,6,7.42,30939,673,23,4993.66,11157.9,58.39,154,2.49,Healthcare,Low,0.021752481,7.42,0.034175334,217.12,2.23,6164.24,1.234413236,217.1156522,2024-02
CAMP_08753,Lead Generation,Google Ads,Sidebar,Mobile,Android,Video,320x50,Short,TRUE,Urgency,72,18-24,Female,Shoppers,<$50K,Low,TRUE,26-05-2024,2,Sunday,21,59,3,7.44,84369,1208,36,8987.52,9324.74,85.3,92,1.76,E-commerce,Medium,0.014318055,7.44,0.029801325,249.65,1.04,337.22,0.037520918,249.6533333,2024-05
CAMP_08754,Brand Awareness,Google Ads,Stories,Desktop,Windows,Story,1920x1080,Medium,FALSE,Joy,74,35-44,Female,Shoppers,<$50K,Low,FALSE,18-12-2025,4,Thursday,10,58,3,3.21,200576,3361,65,10788.81,46927.21,60.51,153,3.06,Finance,Medium,0.016756741,3.21,0.019339482,165.98,4.35,36138.4,3.349618725,165.9816923,2025-12
CAMP_08755,Engagement,TikTok,Feed,Mobile,Android,Video,1920x1080,Medium,TRUE,Curiosity,24,35-44,Female,Tech Enthusiasts,$50K-$100K,Low,FALSE,17-07-2025,3,Thursday,11,72,6,1.03,221844,5931,26,6108.93,15811.12,70.51,119,2.87,Healthcare,Medium,0.026735003,1.03,0.004383746,234.96,2.59,9702.19,1.588197933,234.9588462,2025-07
CAMP_08756,App Installs,Google Ads,Search,Mobile,Windows,Image,1080x1080,Short,TRUE,Urgency,24,25-34,Female,Shoppers,<$50K,Low,FALSE,25-01-2026,1,Sunday,13,12,7,2.23,32299,354,2,789.42,863.02,78.33,68,2.88,Finance,Low,0.010960092,2.23,0.005649718,394.71,1.09,73.6,0.093233007,394.71,2026-01
CAMP_08757,Lead Generation,Google Ads,Feed,Mobile,Android,Story,728x90,Short,TRUE,Curiosity,4,25-34,All,Business Professionals,$50K-$100K,Medium,FALSE,26-04-2024,2,Friday,2,44,7,4.49,83949,1768,62,7938.32,11483.86,48.34,71,1.91,E-commerce,Medium,0.021060406,4.49,0.035067873,128.04,1.45,3545.54,0.446636064,128.0374194,2024-04
CAMP_08758,Lead Generation,Google Ads,Stories,Mobile,Android,Video,1920x1080,Short,FALSE,Urgency,40,45-54,All,Shoppers,$50K-$100K,Medium,FALSE,05-03-2025,1,Wednesday,7,25,5,7,56945,714,26,4998,13360.67,49.05,132,2.35,Finance,Low,0.012538414,7,0.036414566,192.23,2.67,8362.67,1.673203281,192.2307692,2025-03
CAMP_08759,Lead Generation,LinkedIn,Stories,Mobile,Other,Video,300x250,Short,TRUE,Trust,14,18-24,All,Business Professionals,<$50K,Low,FALSE,14-10-2024,4,Monday,8,8,7,3.42,18687,1461,45,4996.62,16600.92,77.91,30,3.3,SaaS,Low,0.078182694,3.42,0.030800821,111.04,3.32,11604.3,2.322429963,111.036,2024-10
CAMP_08760,Lead Generation,LinkedIn,Stories,Mobile,Android,Image,1080x1080,Short,TRUE,Curiosity,26,65+,Male,Tech Enthusiasts,$50K-$100K,High,FALSE,25-09-2025,3,Thursday,2,23,6,4.68,15440,207,6,968.76,2258.82,65.57,54,3.72,SaaS,Low,0.013406736,4.68,0.028985507,161.46,2.33,1290.06,1.331661093,161.46,2025-09
CAMP_08761,Brand Awareness,Google Ads,Display Network,Mobile,iOS,Carousel,1200x628,Short,FALSE,Joy,12,25-34,Female,Health & Fitness,$50K-$100K,Low,FALSE,19-08-2025,3,Tuesday,5,33,6,6.52,20085,370,1,2412.4,272.39,68.5,75,1.86,E-commerce,Low,0.018421708,6.52,0.002702703,2412.4,0.11,-2140.01,-0.887087548,2412.4,2025-08
CAMP_08762,Conversions,Google Ads,Feed,Desktop,Android,Text,728x90,Short,TRUE,Curiosity,27,25-34,All,Tech Enthusiasts,$100K-$200K,Medium,FALSE,15-01-2024,1,Monday,7,28,6,2.33,15548,229,10,533.57,3407.39,57.94,77,1.46,E-commerce,Low,0.014728582,2.33,0.043668122,53.36,6.39,2873.82,5.386022453,53.357,2024-01
CAMP_08763,Lead Generation,Facebook,In-Stream Video,Desktop,Android,Interactive,1920x1080,Medium,FALSE,Urgency,6,25-34,Female,Business Professionals,<$50K,Medium,FALSE,23-08-2025,3,Saturday,8,42,4,1.03,122906,3999,151,4118.97,8883.98,35.67,118,3.11,Gaming,Medium,0.032537061,1.03,0.03775944,27.28,2.16,4765.01,1.156845037,27.27794702,2025-08
CAMP_08764,App Installs,Facebook,Display Network,Desktop,iOS,Video,300x250,Long,TRUE,Joy,27,55-64,Female,Gamers,<$50K,Medium,FALSE,29-04-2025,2,Tuesday,18,8,7,2.34,12251,556,22,1301.04,12012.05,43.47,103,3.2,Healthcare,Low,0.04538405,2.34,0.039568345,59.14,9.23,10711.01,8.23265234,59.13818182,2025-04
CAMP_08765,Brand Awareness,Twitter,Feed,Mobile,macOS,Image,300x250,Long,FALSE,Trust,14,55-64,All,Tech Enthusiasts,$50K-$100K,Medium,TRUE,15-05-2024,2,Wednesday,12,51,6,1.05,56748,1092,7,1146.6,2894.51,61.34,109,2.1,SaaS,Medium,0.019242969,1.05,0.006410256,163.8,2.52,1747.91,1.524428746,163.8,2024-05
CAMP_08766,Conversions,TikTok,Feed,Mobile,Android,Carousel,1200x628,Short,FALSE,Joy,22,45-54,All,Shoppers,<$50K,High,FALSE,23-04-2025,2,Wednesday,1,89,4,1.98,58332,788,17,1560.24,12194,45.56,126,3.39,Finance,Low,0.01350888,1.98,0.021573604,91.78,7.82,10633.76,6.815464288,91.77882353,2025-04
CAMP_08767,Conversions,LinkedIn,Feed,Mobile,Android,Carousel,728x90,Short,FALSE,Neutral,49,45-54,All,Business Professionals,$50K-$100K,Low,FALSE,02-01-2026,1,Friday,20,85,4,7.67,49843,476,3,3650.92,1614.53,80.62,88,1.43,SaaS,Medium,0.009549987,7.67,0.006302521,1216.97,0.44,-2036.39,-0.557774479,1216.973333,2026-01
CAMP_08768,Brand Awareness,Facebook,Feed,Mobile,Windows,Image,1920x1080,Short,TRUE,Curiosity,20,35-44,Male,Business Professionals,$100K-$200K,Low,FALSE,29-04-2024,2,Monday,2,45,6,1.35,142330,1908,7,2575.8,2964.14,77.78,10,2.11,E-commerce,Medium,0.013405466,1.35,0.003668763,367.97,1.15,388.34,0.150764811,367.9714286,2024-04
CAMP_08769,Lead Generation,TikTok,Search,Mobile,Windows,Image,1200x628,Short,TRUE,Joy,3,55-64,Male,Business Professionals,$50K-$100K,Low,FALSE,13-07-2024,3,Saturday,21,43,5,0.59,333618,2180,7,1286.2,3876.74,90,111,3.99,SaaS,Medium,0.00653442,0.59,0.003211009,183.74,3.01,2590.54,2.014103561,183.7428571,2024-07
CAMP_08770,Brand Awareness,Twitter,Feed,Tablet,Other,Image,1920x1080,Medium,FALSE,Neutral,73,18-24,Female,Health & Fitness,>$200K,Low,FALSE,23-03-2024,1,Saturday,20,60,5,1.1,25358,388,0,426.8,0,74.93,104,2.91,E-commerce,Medium,0.015300891,1.1,0,0,0,-426.8,-1,,2024-03
CAMP_08771,Lead Generation,LinkedIn,In-Stream Video,Desktop,iOS,Interactive,300x250,Long,FALSE,Urgency,80,35-44,Female,Business Professionals,$50K-$100K,Medium,FALSE,02-10-2025,4,Thursday,19,67,3,9.39,21534,532,41,4995.48,5887.09,51.32,98,2.03,E-commerce,Low,0.024705117,9.39,0.077067669,121.84,1.18,891.61,0.178483349,121.8409756,2025-10
CAMP_08772,Lead Generation,TikTok,Feed,Mobile,Android,Interactive,728x90,Long,TRUE,Trust,73,45-54,All,Students,$50K-$100K,Medium,FALSE,28-10-2025,4,Tuesday,13,60,6,0.44,11292,177,3,77.88,2240.13,53.86,108,2.86,Healthcare,Low,0.015674814,0.44,0.016949153,25.96,28.76,2162.25,27.76386749,25.96,2025-10
CAMP_08773,Conversions,TikTok,Feed,Mobile,iOS,Video,1920x1080,Medium,TRUE,Fear,49,35-44,Female,Tech Enthusiasts,$100K-$200K,Medium,FALSE,15-01-2025,1,Wednesday,17,50,5,0.46,19752,334,7,153.64,1866.35,56.06,129,3.08,SaaS,Medium,0.01690968,0.46,0.020958084,21.95,12.15,1712.71,11.14755272,21.94857143,2025-01
CAMP_08774,Lead Generation,LinkedIn,Feed,Desktop,macOS,Image,1200x628,Medium,FALSE,Fear,25,45-54,Male,Students,>$200K,Medium,FALSE,26-01-2026,1,Monday,18,74,5,9.43,5000,92,3,867.56,3259.93,48.43,179,2.99,SaaS,Low,0.0184,9.43,0.032608696,289.19,3.76,2392.37,2.75758449,289.1866667,2026-01
CAMP_08775,Engagement,Facebook,Feed,Desktop,Android,Image,1080x1080,Short,TRUE,Joy,27,18-24,Male,Tech Enthusiasts,$100K-$200K,Medium,FALSE,16-10-2025,4,Thursday,15,84,8,0.83,55982,3724,122,3090.92,96662.96,46.33,149,1.25,SaaS,Low,0.066521382,0.83,0.032760473,25.34,31.27,93572.04,30.27320021,25.33540984,2025-10
CAMP_08776,Brand Awareness,TikTok,Display Network,Mobile,macOS,Story,1920x1080,Medium,FALSE,Fear,2,18-24,Male,Students,<$50K,High,TRUE,05-10-2024,4,Saturday,1,37,5,1.87,19813,240,2,448.8,368.17,52.01,78,4.68,Education,Low,0.012113259,1.87,0.008333333,224.4,0.82,-80.63,-0.179656863,224.4,2024-10
CAMP_08777,Engagement,Google Ads,Search,Mobile,Other,Interactive,1080x1080,Medium,TRUE,Joy,22,35-44,All,Shoppers,>$200K,Medium,FALSE,26-11-2025,4,Wednesday,16,50,5,3.63,90792,4182,211,15180.66,69876.43,46.89,120,2.47,E-commerce,Medium,0.046061327,3.63,0.050454328,71.95,4.6,54695.77,3.602990252,71.94625592,2025-11
CAMP_08778,Lead Generation,TikTok,Feed,Mobile,Windows,Image,320x50,Medium,TRUE,Urgency,66,35-44,Male,Tech Enthusiasts,$50K-$100K,High,FALSE,09-02-2025,1,Sunday,17,55,7,1.78,68098,1195,34,2127.1,24207.11,40.74,170,4.57,Healthcare,High,0.017548239,1.78,0.028451883,62.56,11.38,22080.01,10.38033473,62.56176471,2025-02
CAMP_08779,Conversions,TikTok,In-Stream Video,Mobile,iOS,Video,1080x1080,Medium,FALSE,Trust,48,35-44,Female,Business Professionals,$50K-$100K,Medium,FALSE,10-04-2024,2,Wednesday,20,55,6,0.89,8357,189,3,168.21,573.66,57.42,137,2.55,Education,Low,0.022615771,0.89,0.015873016,56.07,3.41,405.45,2.410379882,56.07,2024-04
CAMP_08780,Lead Generation,Twitter,Display Network,Mobile,Android,Video,1080x1080,Long,TRUE,Joy,53,25-34,Male,Shoppers,$100K-$200K,High,FALSE,06-10-2024,4,Sunday,8,32,7,1.21,31454,1810,131,2190.1,21774.39,41.26,135,3.9,Gaming,Medium,0.05754435,1.21,0.072375691,16.72,9.94,19584.29,8.942189854,16.71832061,2024-10
CAMP_08781,Brand Awareness,Facebook,Display Network,Desktop,iOS,Image,1080x1080,Medium,TRUE,Urgency,1,35-44,Female,Students,$50K-$100K,Medium,FALSE,02-01-2024,1,Tuesday,16,10,6,1.51,58466,1599,29,2414.49,11175.98,39.3,108,2.43,Healthcare,Medium,0.027349229,1.51,0.018136335,83.26,4.63,8761.49,3.628712482,83.25827586,2024-01
CAMP_08782,App Installs,Google Ads,Display Network,Tablet,macOS,Story,1920x1080,Medium,FALSE,Urgency,54,55-64,Male,Students,<$50K,Low,TRUE,09-07-2025,3,Wednesday,12,86,5,1.93,257539,1815,18,3502.95,1768.36,82.77,10,4.5,E-commerce,High,0.007047476,1.93,0.009917355,194.61,0.5,-1734.59,-0.495179777,194.6083333,2025-07
CAMP_08783,Lead Generation,Google Ads,Search,Desktop,iOS,Video,300x250,Short,TRUE,Joy,39,35-44,All,Shoppers,$100K-$200K,Medium,FALSE,22-02-2024,1,Thursday,21,34,6,2.96,27405,1085,46,3211.6,4744.39,47.47,166,2.06,Gaming,Low,0.039591315,2.96,0.042396313,69.82,1.48,1532.79,0.477266783,69.8173913,2024-02
CAMP_08784,Conversions,TikTok,Stories,Mobile,Windows,Carousel,1080x1080,Short,TRUE,Urgency,10,18-24,Male,Business Professionals,$100K-$200K,High,FALSE,21-04-2025,2,Monday,23,26,7,1.79,26627,1053,23,1884.87,12889.34,38.25,143,4.39,Healthcare,Low,0.039546325,1.79,0.021842355,81.95,6.84,11004.47,5.838317762,81.95086957,2025-04
CAMP_08785,Conversions,Twitter,Stories,Desktop,iOS,Video,1080x1080,Short,TRUE,Urgency,12,35-44,All,Health & Fitness,$100K-$200K,High,FALSE,27-01-2024,1,Saturday,3,4,7,1.21,5652,232,19,280.72,3493.67,16.69,62,5.35,Gaming,Medium,0.041047417,1.21,0.081896552,14.77,12.45,3212.95,11.44539042,14.77473684,2024-01
CAMP_08786,Lead Generation,LinkedIn,Feed,Mobile,iOS,Image,1080x1080,Short,TRUE,Joy,37,45-54,Female,Shoppers,$50K-$100K,Medium,TRUE,17-04-2024,2,Wednesday,9,2,6,6.16,36513,392,7,2414.72,2414.89,53.78,55,2.89,E-commerce,Low,0.010735902,6.16,0.017857143,344.96,1,0.17,7.04E-05,344.96,2024-04
CAMP_08787,Lead Generation,Google Ads,Search,Tablet,Android,Carousel,300x250,Medium,FALSE,Urgency,46,25-34,Female,Tech Enthusiasts,$50K-$100K,Low,TRUE,23-02-2025,1,Sunday,2,50,5,2.96,231286,1689,11,4999.44,4344.27,73.5,67,1.47,Finance,Low,0.007302647,2.96,0.006512729,454.49,0.87,-655.17,-0.131048677,454.4945455,2025-02
CAMP_08788,Conversions,Instagram,In-Stream Video,Tablet,Windows,Carousel,1920x1080,Medium,TRUE,Joy,17,25-34,Female,Tech Enthusiasts,$100K-$200K,Low,FALSE,07-02-2024,1,Wednesday,16,7,8,0.82,44654,1061,5,870.02,1627.99,73.42,105,2.83,E-commerce,High,0.023760469,0.82,0.004712535,174,1.87,757.97,0.871209857,174.004,2024-02
